linkedin_url,input_name,domain_found,linkedin_id_found,success
https://www.linkedin.com/company/lapp-muller,LAPP MULLER CABLES,,,false
https://www.linkedin.com/company/iveco-group,IVECO,iveco.com,iveco,false
https://www.linkedin.com/company/elemaster-tecnologie-elettroniche,Elemaster NV,,,false
https://www.linkedin.com/company/haberkorn-gmbh,HABERKORN,haberkorn.com,haberkorn-gmbh,true
https://www.linkedin.com/company/neuralcam,NEURAL CAM,neural.cam,,false
https://www.linkedin.com/company/amf-bakery-systems,AMF Bakery Systems,amfbakery.com,amf-bakery-systems,true
https://www.linkedin.com/company/sogemi-engineering-s.r.l.,SO.GE.MI SRL,,,false
https://www.linkedin.com/company/kristronics,Kristronics GmbH,,,false
https://www.linkedin.com/company/texen,TEXEN,texencomendas.com.br,tex-encomendas,false
https://www.linkedin.com/company/formulaction,FORMULACTION,,,false
https://www.linkedin.com/company/lacroix-electronics,LACROIX ELECTRONICS TUNISIA,,,false
https://www.linkedin.com/company/sylektis,SYLEKTIS,sylektis.com,,false
https://www.linkedin.com/company/jimmyfairly-com,JIMMY FAIRLY LAB,,,false
https://www.linkedin.com/company/ic-automation,IC AUTOMATION,i-c-automation.com,i-c-automation,false
https://www.linkedin.com/company/signal-ag,SYGNAL,sygnalapp.com,,false
https://www.linkedin.com/company/ba-healthcare,BA HEALTHCARE,ba-healthcare.org,,false
https://www.linkedin.com/company/saab,SAAB,saabnet.com,,false
https://www.linkedin.com/company/the-wiw,THE WIW,thewiw.com,the-wiw,true
https://www.linkedin.com/company/velvet-consulting,VELVET CONSULTING,velvetconsulting.com,velvet-consulting,true
https://www.linkedin.com/company/punch-powertrain,PUNCH POWERTRAIN FRANCE,,,false
https://www.linkedin.com/company/pattonair,PATTONAIR,,,false
https://www.linkedin.com/company/electricite-strasbourg,ES ENERGIES STRASBOURG,,,false
https://www.linkedin.com/company/maatel,MAATEL,maatel.com,maatel,true
https://www.linkedin.com/company/hydro-leduc,HYDRO LEDUC,tidningenproffs.se,,false
https://www.linkedin.com/company/totalenergies,TOTALENERGIES SE,,,false
https://www.linkedin.com/company/cobham-satcom,Cobham SATCOM Denmark,,,false
https://www.linkedin.com/company/ept-gmbh,EPT CONNECTORS GMBH,,,false
https://www.linkedin.com/company/rimarktech,RIMARCK,rimarck.com,,false
https://www.linkedin.com/company/leroy-somer,MOTEURS LEROY SOMER,,,false
https://www.linkedin.com/company/eaton,MARTEK POWER F SAS EATON EMOBILITY,,,false
https://www.linkedin.com/company/alpeslasers,ALPES LASERS SA,,,false
https://www.linkedin.com/company/visicom,VITICYM,viticym.com,,false
https://www.linkedin.com/company/sudelec-usson-en-forez-42550,SUDELEC,sudelec42.com,sudelec,false
https://www.linkedin.com/company/alpine-cars-racing,Alpine Racing,,,false
https://www.linkedin.com/company/goma-elettronica-spa,Goma Elettronica Spa,goma.it,,false
https://www.linkedin.com/company/eltrev-snc,ELTREV SNC,,,false
https://www.linkedin.com/company/sermed-impressions-06,SERMED IMPRESSIONS,sermed-impressions.fr,,false
https://www.linkedin.com/company/jabil,JABIL Circuit POLAND,,,false
https://www.linkedin.com/company/eolane,EOLANE COMBREE,,,false
https://www.linkedin.com/company/psz-electronic-gmbh,PSZ electronic GmbH,,,false
https://www.linkedin.com/company/delltechnologies,DELL TECHNOLOGIES,delltechnologiescapital.com,delltechcapital,false
https://www.linkedin.com/company/tca-spa,TCA PRODUCTION SRL,,,false
https://www.linkedin.com/company/enag,ENAG,enago.com,enago,false
https://www.linkedin.com/company/bonsai-systems,BONSAI SYSTEMS GMBH,,,false
https://www.linkedin.com/company/made-in-space-europe,Made In Space Europe,madeinspaceeurope.com,made-in-space-europe,true
https://www.linkedin.com/company/basf,BASF,basf.com,basf,true
https://www.linkedin.com/company/lynred,LYNRED France,,,false
https://www.linkedin.com/company/tesat,Tesat-Spacecom GmbH & Co. KG,,,false
https://www.linkedin.com/company/seico,SEICO,seiconsortium.com,,false
https://www.linkedin.com/company/promocab-industrie,PROMOCAB INDUSTRIE,,,false
https://www.linkedin.com/company/oscarlab,OSCARLAB,oscarlab.ca,,false
https://www.linkedin.com/company/page-electronica,PAGE ELECTRONICA,,,false
https://www.linkedin.com/company/falck-schmidt-systems,Jan Falck-Schmidt System,,,false
https://www.linkedin.com/company/vishay-intertechnology-inc-,VISHAY SA,,,false
https://www.linkedin.com/company/oceanscan-mst,"OceanScan - Marine Systems & Technology, Lda",,,false
https://www.linkedin.com/company/hgh-systemes-infrarouges,HGH SYSTEMES INFRAROUGES,,,false
https://www.linkedin.com/company/elmacom,ELMACOM,elmacommunication.fr,,false
https://www.linkedin.com/company/altaix-electr-nica,"ALTAIX ELECTRONICA, S.A.",,,false
https://www.linkedin.com/company/neutrik-france,NEUTRIK FRANCE,,,false
https://www.linkedin.com/company/nexter-systems,NEXTER SYSTEMS,,,false
https://www.linkedin.com/company/michel-itc,MICHEL ITC AG,,,false
https://www.linkedin.com/company/sateco-ag,Sateco AG,,,false
https://www.linkedin.com/company/sabarot-wassner,SABAROT WASSNER,,,false
https://www.linkedin.com/company/arcelormittal-france,ARCELORMITTAL FRANCE,,,false
https://www.linkedin.com/company/antolin,GRUPO ANTOLIN BESANCON,,,false
https://www.linkedin.com/company/jtekt-european-operations,JTEKT EUROPE CHEVIGNY,,,false
https://www.linkedin.com/company/bayer,BAYER,bayer.com,bayer,true
https://www.linkedin.com/company/recipharm,RECIPHARM PARTICIPATIONS,,,false
https://www.linkedin.com/company/mariella-labels-oy,MARICARE OY,,,false
https://www.linkedin.com/company/celestica,Celestica Valencia,,,false
https://www.linkedin.com/company/arcil_2,SYNERLINK S.A.,,,false
https://www.linkedin.com/company/specim-spectral-imaging-ltd-,"Specim,Spectral Imaging Oy",,,false
https://www.linkedin.com/company/efg.cn,EFG Elektronikfertigung GmbH,,,false
https://www.linkedin.com/company/odu-connectors,ODU GmbH & Co. KG,,,false
https://www.linkedin.com/company/gms-gmbh,GMS electronic Vertriebs GmbH,,,false
https://www.linkedin.com/company/cama-group,Cama S.P.A,camaspan.com,,false
https://www.linkedin.com/company/gostol-bakery-solutions,Gostol,gostolgroup.com,,false
https://www.linkedin.com/company/novatech-technologies,NOVATECH TECHNOLOGIES,,,false
https://www.linkedin.com/company/centumtns,ADENEO,,,false
https://www.linkedin.com/company/arcus-air,ARCUS components GmbH,,,false
https://www.linkedin.com/company/denso,DENSO AUTOMOTIVE FRANCE S.A.R.L,,,false
https://www.linkedin.com/company/aria-electronique,ARIA ELECTRONIQUE,,,false
https://www.linkedin.com/company/hp-france,HP FRANCE SAS,,,false
https://www.linkedin.com/company/keopsys,KEOPSYS Lannion,,,false
https://www.linkedin.com/company/the-coca-cola-company,Coca Cola,coca-cola.com,coca-colaa,false
https://www.linkedin.com/company/leach-international,LEACH INTERNATIONAL,,,false
https://www.linkedin.com/company/trelleborggroup,TRELLEBORG,trelleborg.com,trelleborggroup,true
https://www.linkedin.com/company/ghv-vertriebs-gmbh,GHV Vertriebs- GmbH,,,false
https://www.linkedin.com/company/idil-fibres-optiques,IDIL Fibre optique,,,false
https://www.linkedin.com/company/vega-industries-inc,VEGA INDUSTRIE,vegatools.com,,false
https://www.linkedin.com/company/sefpower,SEF POWER,sefpower.com,sefpower,true
https://www.linkedin.com/company/eaton,Souriau,souriau.com,souriau,false
https://www.linkedin.com/company/ala---advanced-logistics-for-aerospace-france,ALA FRANCE - ADVANCED LOGISTICS FOR AEROSPACE,,,false
https://www.linkedin.com/company/polarcom,PolarComp,polarcomputer.com,,false
https://www.linkedin.com/company/bmw-group,BMW GROUP,bmwgroup.com,bmw-group,true
https://www.linkedin.com/company/cern,CERN,cerner.com,cerner-corporation,false
https://www.linkedin.com/company/alstefgroup,ALSTEF GROUP,alstefgroup.com,b2a-technology,false
https://www.linkedin.com/company/orexad-brammer,OREXAD BRAMMER,,,false
https://www.linkedin.com/company/becker-electronique,BECKER ELECTRONIQUE,becker-electronique.fr,,false
https://www.linkedin.com/company/wattalps,WATTALPS,wattalps.com,wattalps,true
https://www.linkedin.com/company/brioches-fonteneau,Fonteneau,fonteneau-accordeons.fr,,false
https://www.linkedin.com/company/tcoag,TCOAG DEUTSCHLAND GMBH,,,false
https://www.linkedin.com/company/canrig-drilling-technology-ltd.,CANRIG DRILLING TECHNOLOGY,,,false
https://www.linkedin.com/company/bio-rad,BIO RAD Laboratories SAS,,,false
https://www.linkedin.com/company/elbasecurity,ELBA,elbatt.com,,false
https://www.linkedin.com/company/kontron,KONTRON MODULAR COMPUTERS SAS,,,false
https://www.linkedin.com/company/fintall-oy,FINTALL OY,,,false
https://www.linkedin.com/company/apissys-sas,APISSYS,apissys.fr,,false
https://www.linkedin.com/company/samidefense,Saudi Arabian Military Industries,,,false
https://www.linkedin.com/company/achats-systemes,ACHATS SYSTEMES,,,false
https://www.linkedin.com/company/sabca,S.A.B.C.A SA Belge de Constructions Aéronautiques,,,false
https://www.linkedin.com/company/protoelectronique-com,EMS PROTO,ems-proto.com,,false
https://www.linkedin.com/company/renault,RENAULT,renault.fr,renault-tech,false
https://www.linkedin.com/company/namkin,NAMKIN,namkin.fr,namkin,true
https://www.linkedin.com/company/mw-fep-s-p-a-,MW FEP SPA,,,false
https://www.linkedin.com/company/safran,SAFRAN,safran-group.com,safran,true
https://www.linkedin.com/company/miliboo,MILIBOO,miliboo.com,miliboo,true
https://www.linkedin.com/company/cedrat-technologies,CEDRAT TECHNOLOGIES,cedrat-technologies.com,cedrat-technologies,true
https://www.linkedin.com/company/rubixgroup,RUBIX,rubix.com,,false
https://www.linkedin.com/company/bertin-winlight,WINLIGHT SYSTEM,,,false
https://www.linkedin.com/company/procter-and-gamble,PROCTER & GAMBLE,pg.com,procter-and-gamble,true
https://www.linkedin.com/company/another-brain,AN OTHER BRAIN,anotherbrain.co.jp,,false
https://www.linkedin.com/company/rafael-advanced-defense-systems-official,RAFAEL ADVANCED DEFENSE SYSTEMS,rafael.co.il,rafael-advanced-defense-systems-career,false
https://www.linkedin.com/company/leach-international-europe,LEACH,leachs.com,leach’s,false
https://www.linkedin.com/company/habia-cable,HABIA CABLE,habia.com,habia-cable,true
https://www.linkedin.com/company/cuonics-gmbh,Cuonics GmbH,,,false
https://www.linkedin.com/company/aode-electronics,TECHWAVE MANUFACTURING - AODE ELECTRONICS,,,false
https://www.linkedin.com/company/club-entreprises-villeneuve-loubet-cevl,CEVL,cevlan.com,,false
https://www.linkedin.com/company/sela,S.E.L.A.,selar.co,,false
https://www.linkedin.com/company/exxelia,EXXELIA ELECTRONIC TECHNOLOGIES,,,false
https://www.linkedin.com/company/serdi-france,SERDI,serdim-distribution.fr,,false
https://www.linkedin.com/company/arkema,ARKEMA,arkema.com,arkema,true
https://www.linkedin.com/company/fimor-electronics,FIMOR ELECTRONICS,,,false
https://www.linkedin.com/company/sermati,SERMATI,sermati.com,sermati-canada-inc,false
https://www.linkedin.com/company/valeo,VALEO,valeo.com,valeo,true
https://www.linkedin.com/company/gmi-aero,GMI AERO,gmi-aero.com,gmi-aero,true
https://www.linkedin.com/company/screentec-oy,SCREENTEC OY,,,false
https://www.linkedin.com/company/altaroad,ALTAROAD,altaroad.com,altaroad,true
https://www.linkedin.com/company/seven-solutions,SEVEN SOLUTIONS,seven-solutions.eu,,false
https://www.linkedin.com/company/montage-cablage-installation,MCI Montage Cablage Installation,,,false
https://www.linkedin.com/company/ametra,AMETRA GROUP,ametragroup.com,ametra,true
https://www.linkedin.com/company/-innova-,INNOVA AS,innovaasistencial.com,innova-asistencial,false
https://www.linkedin.com/company/groupe-zekat,CEQUAD,cequad.fr,groupe-zekat,true
https://www.linkedin.com/company/fundaci-n-prodintec,PRODINTEC,prodintec.es,fundaci-n-prodintec,true
https://www.linkedin.com/company/martin-technologies,MARTIN-TECHNOLOGIES,martin-technologies.com,,false
https://www.linkedin.com/company/eiffage_2,EIFFAGE,eiffage.com,eiffage_2,true
https://www.linkedin.com/company/collins-aerospace,COLLINS AEROSPACE,collinsaerospace.com,collins-aerospace,true
https://www.linkedin.com/company/biocoop-sa,BIOCOOP,biocoop.fr,cooperativebiocoop,false
https://www.linkedin.com/company/secma-sas,SECMA,secmarket.com.tr,,false
https://www.linkedin.com/company/20542,ITESOFT,itesoft.com,itesoft,false
https://www.linkedin.com/company/volkswagen-group,VOLKSWAGEN,volkswagen.co.in,volkswagen-india,false
https://www.linkedin.com/company/salamander-france,SALAMANDER GROUP,salamander-group.co.uk,salamander-group,false
https://www.linkedin.com/company/scortex,SCORTEX,scortex.io,scortex,true
https://www.linkedin.com/company/keyence,KEYENCE,keyence.com,keyence,true
https://www.linkedin.com/company/coesia-s-p-a-,COESIA S.P.A,,,false
https://www.linkedin.com/company/atos-racks,ATOS RACK,atos-racks.com,atos-racks,true
https://www.linkedin.com/company/montabert,Montabert,montabert.com,montabert,true
https://www.linkedin.com/company/lacroix-group,LACROIX ELECTRONICS,lacroix-electronics.com,lacroix-electronics,false
https://www.linkedin.com/company/soprema-entreprises,SOPREMA ENTREPRISES,soprema-entreprises.fr,soprema-entreprises-saintes,false
https://www.linkedin.com/company/mildef-group,MILDEF,mildef.com,mildef-group,true
https://www.linkedin.com/company/volocopter,volocopter,volocopter.com,volocopter,true
https://www.linkedin.com/company/seaowl,SEAOWL,seaowlgroup.com,seaowl,true
https://www.linkedin.com/company/moog,Moog,moog.com,moog,true
https://www.linkedin.com/company/virbac,VIRBAC,virbac.com,virbac,true
https://www.linkedin.com/company/siemens,SIEMENS,siemens.com,siemens,true
https://www.linkedin.com/company/horsch,HORSCH,horsch.com,horsch,true
https://www.linkedin.com/company/sodebo,Sodebo,sodebo.com,sodeb,false
https://www.linkedin.com/company/ford-motor-company,FORD,ford.com,ford-motor-company,true
https://www.linkedin.com/company/petit-bateau,PETIT BATEAU,petit-bateau.fr,le-petit-bateau,false
https://www.linkedin.com/company/leica-geosystems,LEIC,leicastoremiami.com,leica-store-miami,false
https://www.linkedin.com/company/molex,MOLEX,molex.com,molex,true
https://www.linkedin.com/company/sintersa,SCP Sintersa,scp-sa.es,sintersa,true
https://www.linkedin.com/company/cisel,CISEL SRL,cisel.it,cisel,true
https://www.linkedin.com/company/tech-power-electronics-group,TECH POWER,techpowerup.com,techpowerup,false
https://www.linkedin.com/company/omicron-electronics,OMICRON,omicronlab.com,omicronlab,false
https://www.linkedin.com/company/serimax,SERIMAX,serimax.com.py,serimax-s-r-l-,false
https://www.linkedin.com/company/hemargroup,Hemargroup,hemargroup.ch,hemargroup,true
https://www.linkedin.com/company/oceta,OCETA,oceta.com,oceta,true
https://www.linkedin.com/company/sew-usocome,SEW USOCOME,usocome.com,sew-usocome,true
https://www.linkedin.com/company/ingenico,INGENICO GROUP,ingenico.ru,ingenico,true
https://www.linkedin.com/company/calaosoft,CALAOSOFT,calaosoft.fr,calaosoft,true
https://www.linkedin.com/company/bombardier,Bombardier,bombardier.com,bombardier,true
https://www.linkedin.com/company/minco.sas,MINCO SA,mincosales.com,,false
https://www.linkedin.com/company/msb-ressources-globales,MSB INDUSTRIES,msbind.ca,msb-industries-inc-,false
https://www.linkedin.com/company/positronic-industries,POSITRONIC,connectpositronic.com,positronic-industries,true
https://www.linkedin.com/company/visiativ,VISIATIV,visiativ.com,visiativ,true
https://www.linkedin.com/company/wphaton,Haton,haton.com,textiel-bedrijf-haton-bv,false
https://www.linkedin.com/company/hutchinson,HUTCHINSON,hutchinson.com,hutchinson,true
https://www.linkedin.com/company/epiceanancy,EPICEA,epicearth.com,epic-earth-inc,false
https://www.linkedin.com/company/liebherr,LIEBHERR GROUP,liebherr.com,liebherr,true
https://www.linkedin.com/company/surveycopter,SURVEY COPTER,surveycopter.fr,survey-copter-sas,false
https://www.linkedin.com/company/dat-con-d-o-o,Dat-Con,dat-consulting.com,,false
https://www.linkedin.com/company/lisaqua,LISAQUA,lisaqua.com,lisaqua,true
https://www.linkedin.com/company/baxter-healthcare,BAXTER HEALTHCARE,baxterhealthcare.com.au,baxter-healthcare-pty-ltd,false
https://www.linkedin.com/company/michelin,MICHELIN,michelin.com,michelin,true
https://www.linkedin.com/company/boulangeries-paul,Boulangerie Paul,boulangerie-paul.lu,,false
https://www.linkedin.com/company/thuasne,THUASNE,thuasne.com,thuasne,true
https://www.linkedin.com/company/tactotek,Tactotek,tactotek.com,tactotek,true
https://www.linkedin.com/company/creative-cables,CREATIVE CABLING,creativecablingsolutions.com,creative-cabling-solutions,false
https://www.linkedin.com/company/grupo-ikor,IKOR SPAIN,,,false
